식품명,대표식품명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),탄수화물(g)
라떼_그린티라떼 아이스(ICED),라떼,100ml,56,,1.69,,
라떼_그린티라떼 핫(HOT) (L),라떼,100ml,71,,2.54,,
라떼_그린티라떼 핫(HOT) (R),라떼,100ml,77,,2.82,,
라떼_그린티라떼 핫(HOT),라떼,100ml,65,,3.1,,
라떼_그린티라떼 핫(HOT),라떼,100ml,73,,2.54,,
라떼_꿀 딸기 라떼,라떼,100ml,49,,1.18,,
라떼_꿀 망고 라떼,라떼,100ml,57,,0.84,,
라떼_꿀 복숭아 라떼,라떼,100ml,54,,0.84,,
라떼_꿀 자몽 라떼,라떼,100ml,66,,0.84,,
라떼_꿀호떡 in절미 라떼,라떼,100ml,70,,1.67,,
라떼_꿀호떡 in절미 크림라떼,라떼,100ml,82,,1.46,,
라떼_꿀호떡 밀크폼 버블라떼,라떼,100ml,57,,1.04,,
라떼_낭만 달고나 라떼 아이스(ICED),라떼,100ml,102,,1.25,,
라떼_낭만 달고나 라떼 핫(HOT),라떼,100ml,110,,1.25,,
