번호,음식_링크,음식_이름,이미지_링크,원재료 및 원산지,칼로리(kcal),탄수화물(g),단백질(g),총 지방(g)
114,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2167,서울식 설렁탕,https://ottogi.co.kr/pds/product/2022-06-24_506412547[21].jpg,"정제수, 쇠고기(뉴질랜드산), 사골엑기스(뉴질랜드산), 양지국물농축액[양지농축액(쇠고기:국산), 정제소금(국산)], 마늘엑기스, 정제소금, 효모추출물, 향미증진제쇠고기 함유",125,0,18,6
115,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2168,종로식 도가니탕,https://ottogi.co.kr/pds/product/2022-06-24_506412547[19].jpg,"정제수, 도가니추출액(도가니:호주산), 우건(호주산), 도가니(호주산), 사골엑기스, 마늘엑기스, 양파분말, 탕양념2",185,0,33,6
116,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2169,수원식 우거지갈비탕,https://ottogi.co.kr/pds/product/2022-06-24_506412547[17].jpg,"정제수, 얼갈이배추(중국산), 무(국산), 쇠갈비(뉴질랜드산), 쇠고기(뉴질랜드산), 파, 양지국물농축액, 사골엑기스, 마늘, 청양고추, 재래된장, 식물성분해단백, 정제소금, 효모추출물, 향미증진제, 후추분",155,13,15,5
117,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2170,의정부식 부대찌개,https://ottogi.co.kr/pds/product/2022-06-24_506412547[15].jpg,"롱후랑크소시지[닭고기(기계발골육,국산), 돼지고기(국산), 빵가루, 옥수수전분, 믹스드스파이스에프], 배추김치[절임배추(배추:국산), 무채(국산), 고춧가루(국산), 멸치액젓, 마늘], 두부[대두(외국산), 황산칼슘, 혼합제제(레시틴, 탄산마그네슘, 식물성유지, 글리세린지방산에스테르)], 양파, 대파, 미트햄[돼지고기, 혼합제제{카라기난, 산도조절제, L-글루탐산나트륨(향미증진제), 에리토브산나트륨(산화방지제)}, 정제소금, 함수결정포도당, 감자식이섬유], 돼지고기, 마늘, 사골엑기스, 햄맛분말, 카놀라유, 숙성김치베이스, 쌀가루, 고춧가루, 정제소금, L-글루탐산나트륨(향미증진제), 효모추출물, 향미증진제, 체다치즈, 식물성분해단백, 난각분말, 후추분, 파프리카추출색소1, 파프리카추출색소2",350,23,20,20
118,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2171,안동식 쇠고기국밥,https://ottogi.co.kr/pds/product/2022-06-24_506412547[11].jpg,"정제수, 얼갈비배추(중국산), 대파(중국산), 쇠고기(뉴질랜드산), 무, 콩나물, 양지국물농축액, 마늘, 파, 고춧가루, 비프엑기스, 정제소금, 육수맛혼합분, 식물성분해단백, 향미증진제, 효모추출물, 후추분",115,14,10,2
119,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2172,남도식 한우미역국,https://ottogi.co.kr/pds/product/2022-06-24_506412547[8].jpg,"정제수, 한우정육(국산), 건미역[미역(국산), 천일염(호주산)], 마늘(중국산), 돈골농축액, 볶은미역농축액, 사골엑기스, 양지국물농축액, 참기름, 쌀가루, 쇠고기다시, 식물성분해단백, 밀가루, 감칠맛베이스, 향미증진제",155,11,10,8
120,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2173,옛날 들깨감자탕,https://ottogi.co.kr/pds/product/2020-09-17_326881767[16].jpg,"돼지등뼈(국산)36%,정제수,얼갈이배추14%(중국산),감자10%(국산),들깨가루2.2%,감자탕양념,고춧가루,마늘,파엑기스,돈골농축액,돼지고기,깻잎(국산),된장,혼합제제(변성전분,말토덱스트린),생강,참깨,양파",575,36,33,33
121,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2174,맛있는 메밀전병만두,https://ottogi.co.kr/pds/product/2020-09-18_326897036[1].jpg,"절임배추[배추(국산), 정제소금(국산)], 밀가루(밀:미국산, 호주산), 김치양념소스[고춧가루(중국산),마늘(중국산),팬더굴소스,혼합간장,설탕], 당면(고구마전분, 전분가공품), 건조무, 변성전분, 고춧가루, 들깨가루, 참기름, 설탕, 소스, 복합조미식품, 카놀라유, 메밀가루(국산), 기타가공품, 정제소금",510,99,13,7
122,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2175,얇은피 잎새만두 고기,https://ottogi.co.kr/pds/product/2020-09-18_326897036[3].jpg,"돼지고기(국산), 밀가루(밀:미국산, 캐나다산, 호주산), 양배추(국산), 양파, 부추, 전분가공품, 소이빈화이바, 두류가공품1, 대파, 당면, 건조무, 참기름, 굴소스, 설탕, 마늘, 생강, 두류가공품2, 미향, 정제소금, 카놀라유, 육수추출농축액, 유화유지, 복합조미식품, 흑후추분말, 향미증진제",840,66,27,52
123,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2176,얇은피 잎새만두 김치,https://ottogi.co.kr/pds/product/2020-09-18_326897036[5].jpg,"돼지고기(국산), 밀가루(밀:미국산, 캐나다산, 호주산), 절임배추[배추(국산), 정제소금(국산)], 김치양념소스, 전분가공품, 소이빈화이바, 양파, 양배추, 두류가공품1, 대파, 당면, 김치, 건조무, 참기름, 두류가공품2, 마늘, 설탕, 굴소스, 카놀라유, 화이트식초, 정제소금, 생강, 육수추출농축액, 유화유지, 복합조미식품, 고춧가루, 흑후추분말, 혼합제제(폴리인산나트륨, 피로인산나트륨, 메타인산나트륨), 향미증진제",845,76,27,48
124,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2181,크래프트 카레 180g,https://ottogi.co.kr/pds/product/2020-10-15_949448282[1].jpg,"정제수, 양파퓨레(중국산), 볶은양파[양파(국산), 카놀라유(캐나다산)], 감자(미국산: 감자, 산도조절제), 사과퓨레[사과(국산), 비타민C], 밀가루, 쇠고기, 가공버터, 당근, 버터, 우스타소스, 토마토케첩, 식물성유지, 카레분1.2%, 정제소금, 설탕, 후추분, 고춧가루, 쿠민, 카르다몸, 카라멜색소",205,16,4,14
125,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2182,크래프트 짜장 180g,https://ottogi.co.kr/pds/product/2020-10-15_949448282.jpg,"정제수, 돼지고기(국산), 양파(국산), 춘장[밀가루(밀:미국산,호주산),대두(외국산),정제소금,카라멜색소,주정], 양배추(국산), 파, 카놀라유, 혼합제제(변성전분,설탕,덱스트린), 설탕, 양파맛분말, 복합양념, 난각분말, L-글루탐산나트륨(향미증진제),향미증진제",180,15,8,10
126,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2183,아임스틱 가볍당 딸기쨈,https://ottogi.co.kr/pds/product/2020-10-05_312713975[5].jpg,"딸기퓨레 47%[딸기(국산),설탕], 설탕, 올리고당, 물엿, 딸기농축액2.5%(미국산: 고형분 65%),아미드펙틴, 정제수, 구연산, 베리류색소",45,11,0,0
127,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2184,아임스틱 가볍당 사과쨈,https://ottogi.co.kr/pds/product/2020-10-05_312713975[7].jpg,"사과퓨레42%[사과(국산)99.95%,비타민C], 설탕, 올리고당, 물엿, 사과농축과즙2.3%(사과:국산,고형분72%),아미드펙틴, 정제수, 천연향료(사과향),비타민C,구연산",45,11,0,0
128,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2185,중국식 18mm 넓은 당면,https://ottogi.co.kr/pds/product/2020-10-07_526529153[3].jpg,"감자전분, 고구마전분, 타피오카전분, 정제소금",370,93,0,0
129,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2188,사골 부대찌개 양념(냉장),https://ottogi.co.kr/pds/product/2020-11-05_289243595[1].JPG,"정제수,사골엑기스(뉴질랜드산:사골농축액,정제소금),양조간장[양조간장원액(탈지대두:인도산),천일염(호주산),기타과당,주정,굴농축액],마늘(국산),베이크드빈,고추분,된장,쇠고기,설탕,정제소금,유크림혼합분,쇠고기다시,양파,햄맛분말,생강,옥수수유,파프리카추출색소,향미증진제,후추분",155,16,7,7
130,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2189,정통집밥 된장찌개 양념(냉장),https://ottogi.co.kr/pds/product/2020-11-05_289243595[3].JPG,"정제수,된장28%[대두(외국산),천일염(호주산),주정,종국],된장8.4%[대두(외국산),소맥분(밀:미국산,호주산),천일염,밀분해농축액,주정],고추장[혼합양념(중국산),소맥분(밀:미국산,호주산)],마늘,쇠고기,멸치엑기스,사골엑기스,정제소금,양파,고추분,가쓰오부시추출물,표고엑기스,새우엑기스,옥수수유,향미증진제,치킨파우더,설탕",130,10,9,6
131,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2190,해물육수 순두부찌개 양념(냉장),https://ottogi.co.kr/pds/product/2020-11-05_289243595[5].JPG,"정제수,양파(국산),물엿,고추분(고추:중국산),고추장[혼합양념(중국산),소맥분(밀:미국산,호주산)],정제소금,고추맛기름,파,마늘,양조간장,돼지고기,멸치엑기스,오징어농축액,새우엑기스,바지락엑기스,양파맛분말,쇠고기다시,향미증진제1,향미증진제2",95,12,2,4.1
132,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2191,X.O.교자김치,https://ottogi.co.kr/pds/product/2020-11-13_712183865[1].jpg,"김치[배추(국산),고춧가루(국산),찹쌀풀, 마늘,무말랭이],돼지고기(국산),밀가루(밀:미국산,캐나다산,호주산), 두부[대두분(외국산),두부응고제,혼합제제(정제수,규소수지,폴리소르베이트65,소르비탄지방산에스테르,셀룰로스검)], 부추,양파,혼합제제(변성전분,말토텍스트린),대두단백,건조무,대파,고춧가루,마늘,카놀라유,설탕,생강,참기름,청양고추,향미유,정제소금,유화유지L-글루탐산나트륨제제[L-글루탐산나트륨(향미증진제),5'-리보뉴클레오티드이나트륨],양조간장,복합조미식품, 흑후추분말",705,64,27,38
133,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2192,스프카레 320G,https://ottogi.co.kr/pds/product/2020-12-02_911892678[1].png,"정제수, 닭다리(국산), 양파(국산), 닭윙(국산), 메추리알, 연근, 감자, 당근, 마늘, 다이스토마토, 유크림, 과일소스, 이금기치킨파우더, 토마토페이스트, 생강, 고추맛기름, 조미양파분, 변성전분, 설탕, 덱스트린, 카레분0.25%, 오뚜기참치간장분말, 볶은샬롯분, 후추분, 쿠민, 오레가노, 클로브, 카르다몸, 바질, 고춧가루, 정제소금, 미향, 혼합제제(폴리인산나트륨, 피로인산나트륨, 메타인산나트륨), 구수한풍미분말향[우유, 대두, 밀, 토마토, 닭고기, 계란, 메추리알 함유]*이 제품은 돼지고기, 쇠고기, 게, 새우, 오징어, 조개류(굴,전복,홍합 포함)를 사용한 제품과 같은 제조시설에서 제조하고 있습니다.",305,19,19,17
134,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2193,아임스틱 가볍당 유자차,https://ottogi.co.kr/pds/product/2023-04-13_891813617[13].jpg,"유자절임 58.7%[유자50%(국산),설탕],올리고당,저당물엿,비타민C,구연산,수크랄로스(감미료),산도조절제",80,20,0,0
135,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2194,아임스틱 가볍당 생강차,https://ottogi.co.kr/pds/product/2023-04-13_891813617[11].jpg,"올리고당, 생강절임21.4%[생강50%(국산),설탕], 액상알룰로스, 저당물엿, 설탕, 정제수, 생강농축액1%[생강(국산),고형분 60%], 구연산, 올레오레진진저, 슈가시럽, 수크랄로스(감미료)",80,22,0,0
136,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2195,쉐이크앤팬 핫케이크믹스 오리지널,https://ottogi.co.kr/pds/product/2020-12-07_693455868[1].jpg,"밀가루(밀:미국산),설탕,포도당,식물성크림{물엿,식물성경화유지(팜핵유:인도네시아산),유청분말(미국산),산도조절제,카제인나트륨},베이킹파우다(산도조절제,전분),난황분(국산),전란분,난백분,분말유크림,옥수수전분,귀리식이섬유,정제소금,합성향료(바닐라향)",545,121,12,3
137,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2196,쉐이크앤팬 핫케이크믹스 20가지곡물,https://ottogi.co.kr/pds/product/2020-12-07_693455868[3].jpg,"밀가루(밀:미국산),설탕,식물성크림{물엿,식물성경화유지(팜핵유:인도네시아산),유청분말(미국산),산도조절제,카제인나트륨},찰보리분말(찰보리:국산),발아19곡분말(국산:발아현미,발아쌀보리,발아겉보리,발아찰현미,발아검정찰현미),난황분,베이킹파우다(산도조절제,전분),난백분,포도당,전란분,귀리식이섬유,정제소금",550,119,14,4
138,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2197,쉐이크앤팬 핫케이크믹스 바나나,https://ottogi.co.kr/pds/product/2020-12-07_693455868[5].jpg,"밀가루(밀:미국산),설탕,식물성크림{물엿,식물성경화유지(팜핵유:인도네시아산),유청분말(미국산),산도조절제,카제인나트륨},포도당,바나나농축분말,{바나나(인도산),팜핵유(인도네시아산)},생크림분말,베이킹파우다(산도조절제,전분),난황분,난백분,귀리식이섬유,정제소금,계피분말",565,118,11,7
139,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2198,쉐이크앤팬 핫케이크믹스 치즈,https://ottogi.co.kr/pds/product/2020-12-07_693455868[7].jpg,"밀가루(밀:미국산),설탕,식물성크림{물엿,식물성경화유지(팜핵유:인도네시아산),유청분말(미국산),산도조절제,카제인나트륨},체다치즈분말{덱스트린,유크림(독일산),체다치즈(뉴질랜드산),가공버터,팜유},버터체다혼합분말,포도당,베이킹파우다(산도조절제,전분),난황분,난백분,전란분,귀리식이섬유,정제소금,합성향료(체다치즈향),합성향료(크림향)",555,118,14,4.5
140,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2199,라면비책 닭개장면,https://ottogi.co.kr/pds/product/2022-05-16_106881874[25].jpg,"*면:소맥분(밀:호주산,미국산),감자전분(외국산:덴마크,프랑스,독일 등),팜유,변성전분,글루텐,정제소금,귀리식이섬유,불활성건조효모,구아검,알긴산나트륨,셀룰로스검,야채풍미액,난각분말,조미마늘엑기스,조미육수농축액,유화유지,면류첨가알칼리제(산도조절제),녹차풍미유,비타민B2*스프류:닭개장면비책건더기{닭가슴살(국산),대파(국산),토란대,닭개장양념소스,닭육수베이스},닭개장양념소스,닭육수베이스,정제수,닭육수양념농축액,닭육수분말,양조간장,마늘,대파,고춧가루,감칠맛베이스,볶음양념장분말,포도당,효모추출조미분말,후추분말,설탕,참맛지미분말,조미육수분말,고추맛추출기름,진한감칠맛분,야채조미베이스,향미증진제,칠리추출물,영양강화제,칠리맛분말,건청경채,건부추,계란후레이크-밀,대두,계란,우유,쇠고기,닭고기,조개류(굴,홍합 포함) 함유-돼지고기,메밀,토마토,오징어,새우,게,고등어,땅콩 혼입가능",500,79,14,16
141,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2200,허니머스타드소스 1050g,https://ottogi.co.kr/pds/product/2021-01-15_19067564[1].jpg,"정제수, 식물성유지[외국산(아르헨티나, 미국, 중국 등)], 샐러드머스터드(미국산:식초, 머스터드, 소금, 터메릭, 파프리카), 기타과당, 설탕, 발효식초(주정, 발효영양원), 아카시아꿀(국산), 커스텀머스터드(미국산), 연겨자(겨자:캐나다산), 정제소금, 난황액, 오렌지식이섬유, 잔탄검, 겨자분(겨자:캐나다산), 향미유, 건조당밀, 향신료, 강황추출액, 이디티에이칼슘이나트륨(산화방지제)",285,27,1,19
